speciescode,speciename
whtspa,Zonotrichia albicollis
chifri1,Fregata andrewsi
camfra2,Pternistis camerunensis
lowhar1,Circus buffoni
indbus2,Plocealauda erythroptera
salcur1,Mitu salvini
javowl1,Glaucidium castanopterum
virrai,Rallus limicola
yebbar1,Trachylaemus goffinii
bonhon1,Apalopteron familiare
bbwtyr1,Fluvicola albiventer
sptant1,Herpsilochmus sticturus
pedlau1,Pterorhinus davidi
grysib1,Heterophasia gracilis
hilpri1,Prinia atrogularis
redgos1,Erythrotriorchis radiatus
butfly1,Cyornis rubeculoides
colcre1,Melanopareia torquata
dianig1,Eurostopodus diabolicus
origoo1,Oressochen jubatus
spespi2,Arachnothera flavigaster
socspa1,Passer insularis
combab3,Argya caudata
yelfly1,Empidonax flavescens
fislar1,Eremopterix leucopareia
spwlap1,Vanellus spinosus
paltyr5,Zimmerius petersi
blfmal1,Phaenicophaeus viridirostris
bswowl1,Aegolius gradyi
yebgro1,Eophona migratoria
sompig1,Columba oliviae
whcwoo1,Dendrocincla merula
blfant1,Formicarius analis
diafir1,Stagonopleura guttata
spfwea1,Sporopipes frontalis
whtdip1,Cinclus cinclus
flojuf2,Eumyias oscillans
whbsho10,Brachypteryx montana
gyholi1,Delacourella capistrata
flarob1,Petroica phoenicea
solsan,Tringa solitaria
tsasun1,Cinnyris tsavoensis
cibatt1,Attila citriniventris
categr1,Ardea ibis
radwar1,Phylloscopus schwarzi
crebel1,Oreoica gutturalis
elllau1,Trochalopteron elliotii
guacar2,Caracara lutosa
chnant1,Grallaria nuchalis
molsco2,Otus tempestatis
cacbul1,Iole cacharensis
socbuz1,Buteo socotraensis
scbwoo3,Dryobates callonotus
whetai1,Orthotomus cinereiceps
blfwoo1,Artamus cinereus
wsfrai1,Rallicula leucospila
rufcra1,Rufirallus xenopterus
nuhmon1,Pomarea nukuhivae
whtspa1,Platyrinchus mystaceus
gagcoc1,Callocephalon fimbriatum
btbwar,Setophaga caerulescens
gybfis1,Lanius excubitoroides
gyhant1,Ampelornis griseiceps
batman1,Pipra fasciicauda
necgra1,Cincloramphus mariae
litfor1,Enicurus scouleri
gyhtof1,Todirostrum poliocephalum
ocftof1,Poecilotriccus plumbeiceps
rungre1,Pachysylvia semibrunnea
giweye1,Megazosterops palauensis
tobwre1,Odontorchilus cinereus
maslar1,Spizocorys personata
strthr1,Monticola brevipes
schant1,Chamaeza turdina
whcdip1,Cinclus leucocephalus
sumcoc1,Cochoa beccarii
snbfly1,Ficedula hyperythra
grebit1,Botaurus stellaris
rufant10,Grallaria occabambae
lucwar,Leiothlypis luciae
colowl1,Taenioptynx brodiei
bbopar1,Paradisornis rudolphi
jacsni,Lymnocryptes minimus
grygre1,Eurillas gracilis
timnig1,Caprimulgus ritae
mabpig1,Alectroenas madagascariensis
nezbel1,Anthornis melanura
wcweye1,Zosterops albogularis
bargol,Bucephala islandica
rinant2,Corythopis torquatus
ybweye1,Platysteira concreta
lazkin1,Todiramphus lazuli
cammin2,Geositta poeciloptera
grbtwi1,Mandingoa nitidula
marsan,Tringa stagnatilis
nebmao1,Tyto aurantia
nezfan1,Rhipidura fuliginosa
brcwea1,Ploceus insignis
kanhon1,Meliphacator provocator
nomcic1,Edolisoma grayi
lottyr1,Colonia colonus
barant2,Chamaeza mollissima
crilon1,Spiloptila clamans
eursta,Sturnus vulgaris
sctsun2,Deleornis fraseri
yemfly2,Tolmomyias flavotectus
alpthr1,Zoothera mollissima
rotman1,Ceratopipra chloromeros
sorfan1,Rhipidura rufofronta
mimhon1,Meliphaga analoga
mattap1,Scytalopus griseicollis
shblea1,Sclerurus rufigularis
pacant,Myrmotherula pacifica
rivlap1,Vanellus duvaucelii
cashon1,Prodotiscus insignis
recwoo2,Picus rabieri
dosnig1,Caprimulgus donaldsoni
rwwrai1,Aramides calopterus
chcbab2,Pomatostomus ruficeps
eyjfly1,Vauriella gularis
vahsun1,Leptocoma brasiliana
ructho1,Chalcostigma ruficeps
thbgra1,Amytornis textilis
varfai5,Malurus lamberti
eurnut4,Nucifraga hemispila
dustap1,Scytalopus fuscus
sugspa1,Passer luteus
camgre2,Arizelocichla montana
rottan1,Piranga roseogularis
mornin1,Pachycephala tenebrosa
guawoo1,Melanerpes herminieri
watbro1,Sarcophanops steerii
thbvir,Vireo crassirostris
whbant1,Myrmeciza longipes
spcwoo1,Lepidocolaptes affinis
patfly1,Todirostrum pictum
tsctap1,Scytalopus acutirostris
capbat10,Batis capensis
grefla2,Phoenicopterus ruber
cigdov1,Pampusana kubaryi
mibhea2,Gallicolumba platenae
gywinf1,Incaspiza ortizi
yebshr1,Corvinella corvina
persco1,Megascops roboratus
blbfly1,Aphanotriccus audax
rerswa12,Cecropis melanocrissus
indpit1,Pitta brachyura
taifal1,Falco fasciinucha
resowl1,Otus rufescens
reccar3,Paroaria nigrogenis
surtan1,Heterospingus rubrifrons
duswoo1,Artamus cyanopterus
sofspi1,Synallaxis frontalis
fijist1,Turdus ruficeps
yesbar1,Buccanodon duchaillui
ruewar1,Curruca ruppeli
brofly1,Cnipodectes subbrunneus
relwhi1,Pachycephala rufogularis
ruwant2,Thamnophilus torquatus
whbwat1,Amaurornis phoenicurus
bkcdon,Donacobius atricapilla
brotwi1,Clytospiza monteiri
plaher1,Phaethornis pretrei
spobar1,Premnoplex brunnescens
reugal1,Porphyrio caerulescens
runpit1,Hydrornis oatesi
coukin,Tyrannus couchii
mawthr2,Myophonus robinsoni
astswi1,Chaetura andrei
linspa,Melospiza lincolnii
bauoro2,Psarocolius cassini
allhum,Selasphorus sasin
blgdov1,Claravis pretiosa
mauwop1,Columba thiriouxi
sclwar1,Phylloscopus makirensis
swafly3,Muscicapa aquatica
pohwhe1,Zosterops ponapensis
snttyr1,Hemitriccus minor
marfro1,Podargus ocellatus
cibkin1,Todiramphus australasia
bafbul1,Nok hualon
varcha1,Ortalis motmot
shcmon1,Hypothymis helenae
pabsee1,Sporophila peruviana
pmtspi1,Leptasthenura aegithaloides
whwcro,Loxia leucoptera
dutfla1,Ramphotrigon fuscicauda
reisee2,Crithagra reichenowi
lotcor1,Microcarbo africanus
wewpew,Contopus sordidulus
piphor1,Bycanistes fistulator
blchem1,Kleinothraupis atropileus
soobar1,Threnetes niger
campig1,Columba sjostedti
vartit1,Sittiparus varius
arcwar1,Phylloscopus borealis
whcpar1,Arborophila atrogularis
bawmon3,Heteroxolmis dominicana
dumant1,Sipia laemosticta
guacor1,Leucocarbo bougainvilliorum
ocbthi1,Asthenes coryi
rusbir1,Atrichornis rufescens
grapic1,Picumnus granadensis
spwduc1,Dendrocygna guttata
spoeao2,Bubo africanus
afhbab1,Sylvia abyssinica
yeftin1,Pogoniulus chrysoconus
grytin1,Tinamus tao
jopind1,Vidua maryae
zothaw,Buteo albonotatus
soppet1,Pterodroma mollis
cbswea1,Plocepasser rufoscapulatus
yetbul1,Pycnonotus xantholaemus
bonpar1,Pyrrhura lucianii
whtnig1,Hydropsalis cayennensis
flohae1,Nisaetus floris
pinbit1,Botaurus pinnatus
ruftai1,Orthotomus frontalis
trweye1,Rukia ruki
whwtri1,Lalage tricolor
samwhi1,Pachycephala flavifrons
shisun3,Cinnyris habessinicus
anteup4,Chlorophonia flavifrons
blbduc1,Oxyura australis
lolbuz1,Buteo rufinus
brhcro1,Corvus fuscicapillus
wesger1,Gerygone fusca
comsan,Actitis hypoleucos
silkin1,Ceyx argentatus
swahar1,Circus approximans
socdov1,Zenaida graysoni
buebar2,Psilopogon duvaucelii
batnig1,Nyctiprogne leucopyga
blackc1,Sylvia atricapilla
antter1,Sterna vittata
spopuf1,Bucco tamatia
crecou1,Coua cristata
whbowl1,Athene superciliaris
comjer1,Neomixis tenella
rufhor2,Furnarius rufus
dunnoc1,Prunella modularis
fiscro,Corvus ossifragus
horswi1,Apus horus
varlor1,Psitteuteles versicolor
rutkit1,Harpagus diodon
bktgul,Larus crassirostris
bkwpet,Pterodroma nigripennis
brrwhe10,Zosterops winifredae
anccha1,Xenocopsychus ansorgei
soosla1,Thamnophilus ambiguus
whihel1,Prionops plumatus
lipfly1,Ficedula westermanni
gyrfal,Falco rusticolus
houspa,Passer domesticus
brigra2,Schoenicola striatus
whehum,Basilinna leucotis
ashlau1,Argya cinereifrons
yegfin1,Atlapetes luteoviridis
sedwre,Cistothorus platensis
comter,Sterna hirundo
nubnig1,Caprimulgus nubicus
bicant3,Grallaria rufocinerea
barown2,Aegotheles affinis
flbkin1,Todiramphus recurvirostris
koswhe1,Zosterops cinereus
buwlea2,Chloropsis cochinchinensis
greela,Myiopagis viridicata
jacwin1,Microeca fascinans
whtpta1,Lagopus leucura
nicsco1,Otus alius
rennig1,Caprimulgus ruficollis
amawoo1,Scolopax mira
chcwoo1,Celeus castaneus
strber1,Melanocharis striativentris
whswoo1,Lepidocolaptes leucogaster
brtcha1,Oenanthe scotocerca
bulpet,Bulweria bulwerii
bhtfly1,Todirostrum nigriceps
waldro1,Dicrurus densus
wheori1,Icterus graceannae
vebbri1,Heliodoxa xanthogonys
peadov1,Geopelia placida
parpip1,Anthus bogotensis
ankser2,Crithagra ankoberensis
btywar,Setophaga nigrescens
higlar1,Corypha kurrae
jamfla1,Phoenicoparrus jamesi
gysfly1,Muscicapa griseisticta
creibi1,Nipponia nippon
crebob1,Colinus cristatus
spobut2,Turnix ocellatus
ferfli1,Colaptes fernandinae
reepar2,Erythrura coloria
comduc3,Sarkidiornis sylvicola
bucpar,Thectocercus acuticaudatus
clrwar1,Acrocephalus stentoreus
blumoc,Melanotis caerulescens
brubro1,Phaps elegans
grycur1,Strepera versicolor
bouhon1,Stresemannia bougainvillei
mocant1,Thamnophilus murinus
cheant2,Grallaria blakei
rehwea1,Anaplectes rubriceps
whtflo1,Pachyglossa vincens
tufjay1,Cyanocorax dickeyi
satsun1,Dreptes thomensis
swtman1,Chiroxiphia caudata
yehwar1,Teretistris fernandinae
attwoo1,Picoides dorsalis
grcdov2,Reinwardtoena reinwardti
perpyo1,Glaucidium mooreorum
whbmon1,Symposiachrus menckei
spetan1,Ixothraupis guttata
norros1,Platycercus venustus
minist1,Turdus nigrorum
cosbil1,Rhinopomastus cyanomelas
thswar5,Basileuterus melanotis
grycus1,Ceblepyris caesius
limwrb3,Gypsophila crispifrons
yellon1,Macrosphenus flavicans
spbant3,Hypoedaleus guttatus
marori1,Icterus bonana
kanfan1,Rhipidura personata
redkno,Calidris canutus
coheme1,Microchera cupreiceps
crebun1,Emberiza lathami
lohswa1,Porphyrio albus
grnpyg1,Nettapus pulchellus
mactan1,Ramphocelus nigrogularis
oahama,Chlorodrepanis flava
scfpar2,Psittacara wagleri
rubred2,Phoenicurus erythronotus
rubtit3,Melaniparus rufiventris
goctan3,Iridosornis jelskii
bkttro5,Trogon cupreicauda
volhum1,Selasphorus flammula
trogna1,Polioptila plumbea
ybbwar1,Horornis acanthizoides
whbpar1,Pionites leucogaster
kasnut1,Sitta cashmirensis
grbher2,Ardea sumatrana
firecr1,Regulus ignicapilla
chvcon1,Conirostrum speciosum
brucuc3,Cacomantis variolosus
bktgod,Limosa limosa
crepig1,Ocyphaps lophotes
greauk,Pinguinus impennis
thblar1,Ramphocoris clotbey
cintyr1,Knipolegus striaticeps
gncpar,Pyrrhura molinae
comior1,Aegithina tiphia
comnig1,Luscinia megarhynchos
rivter1,Sterna aurantia
goctan1,Bangsia rothschildi
carmyz4,Myzomela nigriventris
gybpar4,Arborophila orientalis
chbtan1,Stilpnia preciosa
swtnig1,Uropsalis segmentata
mallau1,Trochalopteron peninsulae
antpar1,Cyanoramphus unicolor
ornlor1,Trichoglossus ornatus
lebcro1,Sylvietta denti
usathr1,Turdus roehli
ratcis1,Cisticola chiniana
ruecha1,Myrmecocichla melaena
balibi1,Geronticus calvus
swyrob1,Swynnertonia swynnertoni
gretho1,Discosura conversii
rbwfin2,Microspingus erythrophrys
kerpet2,Aphrodroma brevirostris
rebflo1,Dicaeum eximium
blnmon1,Hypothymis azurea
satber1,Melanocharis citreola
shtbat1,Batis mixta
babcuc24,Coracina guillemardi
blsbar1,Capito niger
ciqthr1,Cinclosoma cinnamomeum
azhjay1,Cyanolyca cucullata
venflo1,Diglossa venezuelensis
dacgos1,Melierax metabates
prznut1,Sitta przewalskii
rosspo1,Platalea ajaja
sancic1,Edolisoma salvadorii
chihao1,Ninox natalis
marpar1,Amazona martinicana
supfai1,Malurus cyaneus
sosfly1,Sublegatus modestus
crbtyr1,Knipolegus lophotes
gycfly1,Tolmomyias poliocephalus
tastho1,Acanthiza ewingii
chotin1,Crypturellus kerriae
runlau1,Pterorhinus ruficollis
busbus1,Campicoloides bifasciatus
ligsun2,Anthreptes seimundi
aztthr,Ridgwayia pinicola
brnsku3,Stercorarius antarcticus
blwkoo1,Dacelo leachii
bfweye1,Zosterops minor
heptyr1,Lophotriccus galeatus
przros1,Urocynchramus pylzowi
polsta1,Aplonis tabuensis
blhher1,Ardea melanocephala
ocetap1,Acropternis orthonyx
korfly1,Ficedula zanthopygia
crmwoo2,Colaptes rivolii
wictho2,Discosura popelairii
blkfra,Francolinus francolinus
stodov1,Columba oenas
marwar1,Curruca sarda
purnig1,Antrostomus noctitherus
pavcuc1,Dromococcyx pavoninus
woopip1,Anthus nyassae
swafly1,Myiarchus swainsoni
lescus1,Lalage fimbriata
brnwar1,Curruca lugens
wbipig1,Ducula forsteni
dusfly,Empidonax oberholseri
unicra1,Amaurolimnas concolor
madwor1,Mentocrex kioloides
rebfai1,Malurus melanocephalus
blcjay1,Cyanocorax affinis
baeant1,Rhegmatorhina gymnops
bllser1,Chunga burmeisteri
refwar2,Prinia rufifrons
ruhpar2,Paradoxornis bakeri
hacspa1,Arremon semitorquatus
bbmtou1,Andigena nigrirostris
rubowl2,Strix hylophila
knswar1,Bradypterus sylvaticus
saseme1,Chionomesa lactea
lothaw1,Urotriorchis macrourus
vercar1,Cardinalis phoeniceus
bkcbul3,Rubigula dispar
magoys1,Haematopus leucopodus
himwoo1,Dendrocopos himalayensis
ybsvir1,Vireolanius eximius
hobkin1,Melidora macrorrhina
grexen1,Megaxenops parnaguae
solnig1,Eurostopodus nigripennis
colspa1,Tachyspiza cirrocephala
gygscr1,Aethomyias arfakianus
eaowar1,Iduna pallida
mougra1,Macroagelaius subalaris
bansun3,Cyanomitra bannermani
bawtyr1,Poecilotriccus capitalis
blhwax1,Estrilda atricapilla
sakwea1,Ploceus sakalava
pygcor2,Microcarbo pygmaeus
begdov1,Metriopelia morenoi
viocou1,Centropus violaceus
solboo1,Athene jacquinoti
dwavir1,Vireo nelsoni
lobwoo1,Nasica longirostris
gybwrb1,Spelaeornis reptatus
rocnut1,Sitta neumayer
emedov2,Chalcophaps indica
vogbow2,Amblyornis inornata
gysthr1,Turdus feae
afmhar1,Circus ranivorus
blftyr1,Phylloscartes nigrifrons
gybcom1,Taphrolesbia griseiventris
ruhspi1,Synallaxis fuscorufa
papist1,Turdus papuensis
wcfgle1,Anabazenops fuscus
wcrcha1,Cossypha albicapillus
leafly1,Myiarchus oberi
neimun1,Lonchura forbesi
whwsno1,Montifringilla nivalis
fragul,Leucophaeus pipixcan
varlau1,Trochalopteron variegatum
brbhum3,Cynanthus lawrencei
ansowl1,Otus balli
wespuf1,Nystalus obamai
roypen1,Eudyptes schlegeli
sulgob2,Hypsipetes harterti
duswoo3,Scolopax rosenbergii
rufsab1,Pampa rufa
easmah1,Circus spilonotus
cobowl1,Tyto prigoginei
odedi1,Horornis haddeni
crahaw,Geranospiza caerulescens
kinrai2,Rallus tenuirostris
creowl1,Lophostrix cristata
eupowl1,Glaucidium passerinum
brcfan1,Rhipidura diluta
norsho,Spatula clypeata
cappet,Daption capense
lotwoo5,Deconychura pallida
litrot1,Monticola imerina
norwhe,Oenanthe oenanthe
gursug1,Promerops gurneyi
stbwoo1,Xiphocolaptes promeropirhynchus
slbfly2,Ficedula tricolor
bkbtof1,Poecilotriccus pulchellus
crbwoo7,Dryobates pernyii
caltow,Melozone crissalis
cfsbab1,Pteruthius aenobarbus
duscrm1,Ptyonoprogne concolor
cresat1,Cnemophilus macgregorii
crtwhe2,Zosterops dehaani
eurbul,Pyrrhula pyrrhula
fragos2,Tachyspiza francesiae
blatap1,Scytalopus latrans
lovfai1,Malurus amabilis
swwpuf1,Chelidoptera tenebrosa
parant2,Cercomacroides parkeri
rodbrw1,Acrocephalus rodericanus
amahum1,Amazilis amazilia
evweye1,Zosterops everetti
ecuthr1,Turdus maculirostris
whbsho6,Brachypteryx goodfellowi
klaant2,Drymophila klagesi
yeswid2,Euplectes macroura
rutpuf1,Hypnelus ruficollis
bagcot1,Lipaugus ater
torlar1,Grallina bruijnii
gobsal1,Saltator aurantiirostris
yebfrd1,Ptilinopus speciosus
ruswoo1,Chaetocercus jourdanii
brosha1,Leucocarbo chalconotus
olspar1,Aprosmictus jonquillaceus
bkvshe,Puffinus opisthomelas
rubsee2,Attagis gayi
darbar1,Trachyphonus darnaudii
norist1,Turdus poliocephalus
hanfru1,Pipreola formosa
pattyr3,Inezia caudata
chbpar3,Bambusicola thoracicus
orcman1,Manacus aurantiacus
ybtfly1,Todirostrum chrysocrotaphum
rewlar1,Corypha hypermetra
lesgrf1,Emberizoides ypiranganus
eurbla2,Turdus simillimus
hoapuf1,Haplophaedia lugens
chtfly1,Myiagra castaneigularis
specha3,Ortalis guttata
sichor1,Bycanistes brevis
swafra2,Pternistis swainsonii
andduc1,Oxyura ferruginea
beafir1,Stagonopleura bella
stbori,Icterus pustulatus
soipio1,Turnagra capensis
litegr,Egretta garzetta
razsky1,Alauda razae
limwrb4,Gypsophila annamensis
resmac2,Diopsittaca nobilis
chimon1,Lophophorus lhuysii
inagna1,Polioptila attenboroughi
gryhaw2,Buteo plagiatus
larcuc1,Coracina macei
grecur1,Crax rubra
andsha1,Copsychus albiventris
shbpip1,Anthus furcatus
eawpew,Contopus virens
trobou2,Laniarius aethiopicus
koeher1,Phaethornis koepckeae
yebmag,Pica nuttalli
putsun3,Leptocoma sperata
blbpar1,Amazona agilis
yebsis1,Spinus xanthogastrus
bcwfin1,Castanozoster thoracicus
oncbec1,Pachyramphus homochrous
lafpar1,Cyclopsitta desmarestii
yapwhe1,Zosterops oleagineus
blaros1,Agraphospiza rubescens
grnbee1,Merops viridissimus
whttin1,Tinamus guttatus
shtwhy1,Vidua regia
bkcpet2,Pterodroma caribbaea
wnbfin1,Atlapetes albinucha
lilmea2,Sturnella lilianae
chakin2,Todiramphus tutus
bkhber1,Carpornis melanocephala
peethr1,Margarops fuscatus
lowowl1,Xenoglaux loweryi
yelwea1,Ploceus megarhynchus
strbar1,Actinodura souliei
hoovis2,Augastes lumachella
daujac1,Coloeus dauuricus
spimac1,Cyanopsitta spixii
tibfly2,Eumyias hyacinthinus
subfly3,Muscicapa sodhii
orwpyt1,Pytilia afra
slatan2,Creurgops dentatus
norsla1,Thamnophilus punctatus
cretit2,Lophophanes cristatus
morepo2,Ninox novaeseelandiae
rotbec,Pachyramphus aglaiae
palswi3,Apus pallidus
mauduc1,Anas theodori
grygab1,Crinifer concolor
collau1,Trochalopteron yersini
whwwar1,Xenoligea montana
copthr1,Cichladusa arquata
inldot2,Peltohyas australis
pomgrp3,Treron aromaticus
bltmac1,Ara glaucogularis
strsof1,Thripophaga macroura
fifbis1,Euplectes diadematus
magrif2,Ptiloris intercedens
silant1,Sclateria naevia
whiter,Gygis alba
blhsap1,Chrysuronia grayi
greela1,Elaenia dayi
dltcuc1,Cercococcyx mechowi
eurwar2,Locustella fluviatilis
rngtyr1,Muscisaxicola rufivertex
pyweye1,Heleia squamifrons
likwhe1,Zosterops uropygialis
bufowl2,Ketupa ketupu
occspi1,Synallaxis scutata
bfqdov1,Zentrygon costaricensis
chavan2,Leptopterus chabert
yebwax2,Coccopygia quartinia
batapa2,Apalis thoracica
yeewoo1,Dryobates maculifrons
ochpic1,Picumnus limae
larhac1,Hierococcyx bocki
brwowl1,Strix leptogrammica
yehpar,Amazona oratrix
fifser1,Serinus pusillus
puntea1,Spatula puna
yebcuc,Coccyzus americanus
royfly1,Onychorhynchus coronatus
limwrb2,Gypsophila calcicola
broman1,Spermestes cucullata
lyhvul1,Cathartes burrovianus
indbus1,Ardeotis nigriceps
ayweye3,Zosterops luteus
javfro2,Batrachostomus affinis
kerspa2,Passer rufocinctus
butsal1,Saltator maximus
rewlap1,Vanellus indicus
masshr1,Lanius nubicus
orange1,Euneornis campestris
blanig1,Nyctipolus nigrescens
chclau3,Pterorhinus mitratus
blcbec1,Pachyramphus marginatus
stbfly1,Myiagra ferrocyanea
rocpig,Columba livia
spigua1,Penelope jacquacu
dabcin1,Cinclodes patagonicus
sakrai1,Zapornia olivieri
tibros1,Carpodacus roborowskii
scathr5,Zoothera imbricata
soacha1,Myrmecocichla formicivora
kagu1,Rhynochetos jubatus
rufgna3,Conopophaga lineata
bnchor1,Bycanistes cylindricus
whicis1,Cisticola lateralis
auspar1,Enicognathus ferrugineus
limlew1,Phylloscopus calciatilis
gowsun2,Drepanorhynchus reichenowi
ritpig,Patagioenas caribaea
stfgle1,Anabacerthia variegaticeps
gowtof1,Poecilotriccus calopterus
blwthr1,Myophonus caeruleus
afroys1,Haematopus moquini
fricoq1,Lophornis magnificus
brakit1,Haliastur indus
socpuf1,Bucco noanamae
levwoo1,Picus vaillantii
cupcro1,Corvus minutus
pammea1,Leistes defilippii
afepig1,Columba unicincta
blyros1,Carpodacus grandis
pertyr1,Zimmerius viridiflavus
habbul1,Tricholestes criniger
whwcus1,Edolisoma ostentum
lewwoo,Melanerpes lewis
blhjay1,Garrulus lanceolatus
rebpar3,Arborophila rubrirostris
gyhbri1,Bleda canicapillus
wiscis1,Cisticola ayresii
stbtyr1,Myiotheretes striaticollis
merwhe1,Zosterops meratusensis
cosowl3,Otus pauliani
golmon1,Carterornis chrysomela
plawoo1,Dendrocolaptes platyrostris
halbab1,Pomatostomus halli
laftap1,Scytalopus macropus
yewvir1,Vireo carmioli
cubscy5,Campylorhamphus multostriatus
dusscr1,Megapodius freycinet
mosswa2,Cecropis senegalensis
hunsun2,Chalcomitra hunteri
cinbun1,Emberiza cineracea
neclor1,Vini diadema
dimfan1,Rhipidura brachyrhyncha
dutcan1,Pseudasthenes humicola
hyamac1,Anodorhynchus hyacinthinus
phicoc1,Cacatua haematuropygia
shikra1,Tachyspiza badia
fiediu1,Pyrope pyrope
royalb3,Diomedea sanfordi
immwrb1,Pnoepyga immaculata
blalor1,Chalcopsitta atra
absbil1,Rhinopomastus minor
burhon1,Lichmera deningeri
orbspa1,Arremon aurantiirostris
blhbul1,Microtarsus melanocephalos
shoplo1,Thinornis novaeseelandiae
sibnee1,Hirundapus cochinchinensis
afphor2,Lophoceros semifasciatus
shtnig1,Lurocalis semitorquatus
oashum1,Rhodopis vesper
barowl13,Strix sartorii
reccar,Paroaria coronata
andsis1,Spinus spinescens
whtjay1,Cyanolyca mirabilis
piepuf1,Notharchus tectus
gobmag1,Urocissa flavirostris
dbwqua1,Odontophorus melanonotus
easwpw1,Antrostomus vociferus
blbgra1,Volatinia jacarina
bahspi1,Synallaxis cinerea
yelbun1,Emberiza sulphurata
capbat2,Batis dimorpha
grfdov1,Leptotila rufaxilla
lotpar2,Psittacula longicauda
golgre1,Calyptocichla serinus
leaauk,Aethia pusilla
lotpot1,Nyctibius aethereus
manrob1,Melanodryas pulverulenta
ussfly1,Artomyias ussheri
mincuc1,Coracina kochii
yebflo1,Pachyglossa melanozantha
spowoo1,Xiphorhynchus erythropygius
olyrob1,Eopsaltria placens
elblar1,Certhilauda semitorquata
bisthi1,Cincloramphus grosvenori
rubfan2,Rhipidura teysmanni
uraowl1,Strix uralensis
maltro1,Harpactes fasciatus
lesyel1,Picus chlorolophus
rufsht2,Colluricincla megarhyncha
yebbun1,Emberiza chrysophrys
refmou1,Urocolius indicus
houwre4,Troglodytes musculus
cogwar1,Locustella naevia
capgra1,Sphenoeacus afer
ochfly1,Myiagra cervinicauda
occpic1,Picumnus temminckii
spofly1,Muscicapa striata
barbut1,Turnix suscitator
broger1,Gerygone mouki
willar1,Mirafra williamsi
blbflo6,Dicaeum rhodopygiale
mobsun1,Anthreptes gabonicus
sthmun3,Mayrimunia leucosticta
soccis1,Cisticola haesitatus
chnfra2,Pternistis castaneicollis
grotit1,Pseudopodoces humilis
rumgua1,Penelope superciliaris
